class_name	ci_count
cmdb_ci_ot_industrial_drive	0
cmdb_ci_ot_industrial_robot	0
cmdb_ci_ot_industrial_sensor	0
cmdb_ci_ot_opc_client	0
cmdb_ci_ot_opc_server	0
cmdb_ci_ot_plc	0
cmdb_ci_ot_rtu	0
cmdb_ci_ot_scada_client	0
cmdb_ci_ot_scada_server	0
cmdb_ci_ot_supervisory	0
cmdb_ci_outage	0
cmdb_ci_outofband_device	0
cmdb_ci_patches	0
cmdb_ci_payment	0
cmdb_ci_pbx_voice	0
cmdb_ci_pc_hardware	0
cmdb_ci_pdu	0
cmdb_ci_pdu_outlet	0
cmdb_ci_perf_template	0
cmdb_ci_peripheral	0
cmdb_ci_peripheral_mainframe	0
cmdb_ci_personal_printer	0
cmdb_ci_plc	0
cmdb_ci_plotter	0
cmdb_ci_portable_radio	0
cmdb_ci_port_group	0
cmdb_ci_pos	0
cmdb_ci_postgresql_schema	0
cmdb_ci_power_over_ethernet_device	0
cmdb_ci_primary_flexibility_point	0
cmdb_ci_printer	0
cmdb_ci_printing_hardware	0
cmdb_ci_print_queue	0
cmdb_ci_private_branch_exchange	0
cmdb_ci_processor_pool	0
cmdb_ci_protection_template	0
cmdb_ci_protocol_converter	0
cmdb_ci_provider_device	0
cmdb_ci_puppet_master	0
cmdb_ci_qtree	0
cmdb_ci_qualifier	0
cmdb_ci_qualifier_boundary_connection	0
cmdb_ci_qualifier_entrypoint	0
cmdb_ci_qualifier_external_connection	0
cmdb_ci_qualifier_hidden_conn	0
cmdb_ci_qualifier_manual_ci_endpoint	0
cmdb_ci_qualifier_manual_connection	0
cmdb_ci_query_based_service	0
cmdb_ci_radio_access_network	0
cmdb_ci_radio_control_hardware	0
cmdb_ci_radio_hardware	0
cmdb_ci_radio_transmission_hardware	0
cmdb_ci_raid	0
cmdb_ci_raid_member	0
cmdb_ci_remote_backup_template	0
cmdb_ci_remote_radio_unit	0
cmdb_ci_repeater	0
cmdb_ci_repeater_radio	0
cmdb_ci_residential_gateway	0
cmdb_ci_resource_group	0
cmdb_ci_rhv_cluster	0
cmdb_ci_rhv_ldc	0
cmdb_ci_rhv_manager	0
cmdb_ci_rhv_object	0
cmdb_ci_rhv_server	0
cmdb_ci_rhv_vm_instance	0
cmdb_ci_rj45_patch_panel	0
cmdb_ci_route	0
cmdb_ci_router	0
cmdb_ci_route_table	0
cmdb_ci_routing_policy	0
cmdb_ci_rubrik_cluster	0
cmdb_ci_rubrik_db_ora_host	0
cmdb_ci_rubrik_db_ora_rac	0
cmdb_ci_rubrik_fileset	0
cmdb_ci_rubrik_fileset_template	0
cmdb_ci_rubrik_node	0
cmdb_ci_rubrik_node_disk	0
cmdb_ci_rubrik_sla_domain	0
cmdb_ci_rubrik_vm_instance	0
cmdb_ci_rubrik_volume_group	0
cmdb_ci_san	0
cmdb_ci_san_connection	0
cmdb_ci_san_disk	0
cmdb_ci_san_endpoint	0
cmdb_ci_san_export	0
cmdb_ci_san_fabric	0
cmdb_ci_san_zone	0
cmdb_ci_san_zone_alias	0
cmdb_ci_san_zone_alias_member	0
cmdb_ci_san_zone_member	0
cmdb_ci_san_zone_set	0
cmdb_ci_sap_abap_software_component	0
cmdb_ci_sap_client	0
cmdb_ci_sap_j2ee_software_component	0
cmdb_ci_sap_namespace	0
cmdb_ci_sap_note	0
cmdb_ci_sap_note_implementation	0
cmdb_ci_sa_dynamic_policy	0
cmdb_ci_sa_launch_config	0
cmdb_ci_sa_scaling_pol_base	0
cmdb_ci_sa_server_array	0
cmdb_ci_sa_simple_policy	0
cmdb_ci_sbc	0
cmdb_ci_scanner	0
cmdb_ci_schedule_policy_template	0
cmdb_ci_sdlc_component	0
cmdb_ci_sdwan_controller	0
cmdb_ci_sdwan_edge	0
cmdb_ci_sdwan_port	0
cmdb_ci_security	0
cmdb_ci_security_grp_template	0
cmdb_ci_serverless_hardware	0
cmdb_ci_server_snapshot	0
cmdb_ci_service_aggregation_router	0
cmdb_ci_service_auto	0
cmdb_ci_service_business	0
cmdb_ci_service_calculated	0
cmdb_ci_service_discovered	0
cmdb_ci_service_technical	0
cmdb_ci_serving_area_interface	0
cmdb_ci_serving_gprs_support_node	0
cmdb_ci_ship	0
cmdb_ci_signal_transfer_point	0
cmdb_ci_sim_card	0
cmdb_ci_site	0
cmdb_ci_small_cell_radio_gateway	0
cmdb_ci_small_cell_radio_node	0
cmdb_ci_snapshot_template	0
cmdb_ci_snat_ip_pool	0
cmdb_ci_solaris_instance	0
cmdb_ci_spkg	0
cmdb_ci_splice_closure	0
cmdb_ci_state_management_task_to_ci	0
cmdb_ci_storage_access_policy	0
cmdb_ci_storage_cg	0
cmdb_ci_storage_cluster	0
cmdb_ci_storage_cluster_node	0
cmdb_ci_storage_container	0
cmdb_ci_storage_controller	0
cmdb_ci_storage_def_template	0
cmdb_ci_storage_device	0
cmdb_ci_storage_disk	0
cmdb_ci_storage_eff_template	0
cmdb_ci_storage_enclosure	0
cmdb_ci_storage_export	0
cmdb_ci_storage_fileshare	0
cmdb_ci_storage_hba	0
cmdb_ci_storage_mapping	0
cmdb_ci_storage_node	0
cmdb_ci_storage_node_element	0
cmdb_ci_storage_pool	0
cmdb_ci_storage_pool_member	0
cmdb_ci_storage_port	0
cmdb_ci_storage_replica	0
cmdb_ci_storage_switch	0
cmdb_ci_storage_vol_snapshot	0
cmdb_ci_stv	0
cmdb_ci_subnet	0
cmdb_ci_sun_dir_proxy_server	0
cmdb_ci_sun_ldap_dir_server	0
cmdb_ci_surge_power_eq	0
cmdb_ci_switch	0
cmdb_ci_tape_mainframe	0
cmdb_ci_tape_server	0
cmdb_ci_telecom_hardware	0
cmdb_ci_telecom_type	0
cmdb_ci_terminal_mainframe	0
cmdb_ci_terminal_transport	0
cmdb_ci_tomcat_connector	0
cmdb_ci_topic_inc_ep	0
cmdb_ci_tower_eq	0
cmdb_ci_tower_light_tower_eq	0
cmdb_ci_tower_tower_eq	0
cmdb_ci_train	0
cmdb_ci_translation_rule	0
cmdb_ci_transport	0
cmdb_ci_transport_hardware	0
cmdb_ci_trunking_radio	0
cmdb_ci_twr_light_cnt_tower_eq	0
cmdb_ci_ucs_blade	0
cmdb_ci_ucs_rack_unit	0
cmdb_ci_unclassed_hardware	0
cmdb_ci_unix_cluster	0
cmdb_ci_unix_cluster_node	0
cmdb_ci_unix_cluster_resource	0
cmdb_ci_unix_daemon	0
cmdb_ci_unlicensed_radio	0
cmdb_ci_unmatched_api_endpoint	0
cmdb_ci_ups	0
cmdb_ci_ups_alarm	0
cmdb_ci_ups_bypass	0
cmdb_ci_ups_input	0
cmdb_ci_ups_output	0
cmdb_ci_ups_power_eq	0
cmdb_ci_v35_patch_panel	0
cmdb_ci_vcenter	0
cmdb_ci_vcenter_cluster	0
cmdb_ci_vcenter_cluster_drs_rule	0
cmdb_ci_vcenter_datacenter	0
cmdb_ci_vcenter_datastore	0
cmdb_ci_vcenter_datastore_disk	0
cmdb_ci_vcenter_dvs	0
cmdb_ci_vcenter_dv_port_group	0
cmdb_ci_vcenter_folder	0
cmdb_ci_vcenter_host_group	0
cmdb_ci_vcenter_network	0
cmdb_ci_vcenter_vm_group	0
cmdb_ci_vehicle	0
cmdb_ci_veritas_disk	0
cmdb_ci_veritas_disk_group	0
cmdb_ci_veritas_plex	0
cmdb_ci_veritas_replicator	0
cmdb_ci_veritas_subdisk	0
cmdb_ci_veritas_volume	0
cmdb_ci_virtual_desktop	0
cmdb_ci_virtual_pvt_gateway	0
cmdb_ci_vm	0
cmdb_ci_vmware_instance	0
cmdb_ci_vmware_nic	0
cmdb_ci_vmware_template	0
cmdb_ci_vm_instance	0
cmdb_ci_vm_parallels	0
cmdb_ci_vm_template	0
cmdb_ci_vm_user_credentials	0
cmdb_ci_vm_vmware	0
cmdb_ci_vm_zones	0
cmdb_ci_vnet_peering	0
cmdb_ci_voicemail_equipment	0
cmdb_ci_voicemail_voice	0
cmdb_ci_voice_activity_detection_equipment	0
cmdb_ci_voice_gateway	0
cmdb_ci_voice_hardware	0
cmdb_ci_volume_template	0
cmdb_ci_vpc	0
cmdb_ci_vpc_gateway_connection	0
cmdb_ci_vpn	0
cmdb_ci_vpn_connection	0
cmdb_ci_vserver_peer	0
cmdb_ci_wap_network	0
cmdb_ci_wbem_service	0
cmdb_ci_wdm	0
cmdb_ci_wearable	0
cmdb_ci_webseal_backend_server	0
cmdb_ci_webseal_junction	0
cmdb_ci_webseal_reverse_proxy	0
cmdb_ci_websphere_cell	0
cmdb_ci_web_application	0
cmdb_ci_web_domino	0
cmdb_ci_web_service	0
cmdb_ci_windows_service	0
cmdb_ci_win_cluster	0
cmdb_ci_win_cluster_node	0
cmdb_ci_win_cluster_resource	0
cmdb_ci_win_domain_controller	0
cmdb_ci_zone	0
cmdb_ci_zoo_keeper_cluster	0
cmdb_ci_zoo_keeper_cluster_node	0
fm_ci_rate_card_cmdb_ci_m2m	0
task_cmdb_ci_business_app	0
task_cmdb_ci_service	0
temp_cmdb_ci_disk	0
temp_cmdb_ci_file_system	0
temp_cmdb_ci_storage_port	0
u_cmdb_ci_fc_port	0
cmdb_ci_service_group	1
cmdb_ci_db_syb_instance	2
cmdb_ci_db_postgresql_instance	3
cmdb_ci_ucs_equipment	3
u_cmdb_ci_san_disk	5
cmdb_ci_iplanet_web_server	6
cmdb_ci_business_process	15
cmdb_ci_firewall_device_juniper	16
cmdb_ci_circuit	17
cmdb_ci_datastore	20
cmdb_ci_vcenter_object	20
cmdb_ci_vm_object	20
cmdb_ci_lb_network	21
cmdb_ci_wan_accel_network	27
cmdb_ci_lb_a10	45
cmdb_ci_db_mysql_instance	47
u_cmdb_ci_cage	59
cmdb_ci_backup_server	72
cmdb_ci_solaris_server	87
cmdb_ci_unix_server	87
u_cmdb_ci_storage_hba	88
cmdb_ci_lb_ace	132
cmdb_ci_file_system	158
cmdb_ci_nas_file_system	158
cmdb_ci_storage_volume	158
cmdb_ci_firewall_network	225
cmdb_ci_microsoft_iis_web_server	249
cmdb_ci_infra_service	255
cmdb_ci_web_server	255
u_cmdb_ci_repeater	315
cmdb_ci_db_ora_instance	343
u_cmdb_ci_application_firewall	408
cmdb_ci_db_mssql_instance	422
cmdb_ci_ni_interface	457
cmdb_ci_lb_bigip	568
cmdb_ci_db_instance	1005
cmdb_ci_datacenter	1160
cmdb_ci_lb	1344
u_cmdb_ci_cabinet	1610
cmdb_ci_esx_server	1713
cmdb_ci_vcenter_server_obj	1713
cmdb_ci_virtualization_server	1713
u_cmdb_ci_panel	2017
u_cmdb_ci_connectivity	2996
u_cmdb_ci_application_storage	3463
u_cmdb_ci_application_backup	3603
cmdb_ci_web_site	3819
cmdb_ci_win_server	5300
u_cmdb_ci_storage_pool	6238
cmdb_ci_firewall_device_cisco	6894
cmdb_ci_firewall_device	6910
cmdb_ci_ucs_chassis	7830
cmdb_ci_ip_firewall	10083
u_cmdb_ci_storage_device	12745
cmdb_ci_facility_hardware	14838
cmdb_ci_power_eq	14838
u_cmdb_ci_module	14838
cmdb_ci_linux_server	19186
cmdb_ci_ip_switch	28908
u_cmdb_ci_enclosure	29455
cmdb_ci_ip_router	31102
cmdb_ci_storage_server	32316
cmdb_ci_rack	33200
u_cmdb_ci_application_security	36054
cmdb_ci_chassis_server	36351
cmdb_ci_server_hardware	36351
cmdb_ci_ip_address	80818
u_cmdb_ci_server_port	108165
cmdb_ci_network_circuit	119244
cmdb_ci_interface_card	147933
u_cmdb_ci_other_server	173582
u_cmdb_ci_network_slot	225163
cmdb_ci_netgear	252078
cmdb_ci_computer	269953
cmdb_ci_server	269953
u_cmdb_ci_server_slot	280994
u_cmdb_ci_application_other	318711
cmdb_ci_appl	367318
cmdb_ci_hardware	1039017
cmdb_ci_network_port	1909793
cmdb_ci_port	2124766
cmdb_ci_service	19268512
cmdb_ci_alias	21768334
